Count,Word,Year,Length
1,inconspicuous,1999,13
1,inclusion,1999,9
1,inclined,1999,8
1,inch,1999,4
1,imperatives,1999,11
1,impairment,1999,10
1,impacts,1999,7
1,immediate,1999,9
1,immaterial,1999,10
1,image,1999,5
1,illustrate,1999,10
1,illinois,1999,8
1,iii,1999,3
1,idle,1999,4
1,identifying,1999,11
1,identify,1999,8
1,identification,1999,14
1,identical,1999,9
1,id,1999,2
1,ibmwholly,1999,9
1,ibmfctequiservecom,1999,18
1,ibm7800,1999,7
1,ibm4you,1999,7
1,hyperdynamic,1999,12
1,hungary,1999,7
1,hubs,1999,4
1,httpwwwibmcominvestor,1999,21
1,httpwwwibmcom,1999,13
1,housing,1999,7
1,household,1999,9
1,hotels,1999,6
1,hotel,1999,5
1,hot,1999,3
1,hosted,1999,6
1,host,1999,4
1,horn,1999,4
1,horizon,1999,7
1,hope,1999,4
1,homogeneity,1999,11
1,holiday,1999,7
1,hole,1999,4
1,holds,1999,5
1,holders,1999,7
1,hitachi,1999,7
1,historical,1999,10
1,hiring,1999,6
1,highvolume,1999,10
1,hightech,1999,8
1,highs,1999,5
1,highquality,1999,11
1,highlyliquid,1999,12
1,highinflation,1999,13
1,highgrowthpotential,1999,19
1,highgrowth,1999,10
1,highgrade,1999,9
1,highestgrowth,1999,13
1,highestcapacity,1999,15
1,highermargin,1999,12
1,hidden,1999,6
1,herron,1999,6
1,heretofore,1999,10
1,heres,1999,5
1,henry,1999,5
1,hence,1999,5
1,helps,1999,5
1,heavenly,1999,8
1,hearst,1999,6
1,hearingimpaired,1999,15
1,headsetmounted,1999,14
1,headquarters,1999,12
1,headier,1999,7
1,havent,1999,6
1,hatching,1999,8
1,harreld,1999,7
1,hardhat,1999,7
1,happen,1999,6
1,hansulrich,1999,10
1,hang,1999,4
1,hands,1999,5
1,han,1999,3
1,halves,1999,6
1,hackers,1999,7
1,gun,1999,3
1,guidance,1999,8
1,guarantees,1999,10
1,guaranteed,1999,10
1,grows,1999,5
1,groupware,1999,9
1,groups,1999,6
1,governors,1999,9
1,governmentsponsored,1999,19
1,governments,1999,11
1,governmental,1999,12
1,goes,1999,4
1,goals,1999,5
1,gloves,1999,6
1,glenn,1999,5
1,glauciene,1999,9
1,giving,1999,6
1,gives,1999,5
1,give,1999,4
1,gigaprocessor,1999,13
1,gigabytes,1999,9
1,giant,1999,5
1,gets,1999,4
1,gerstners,1999,9
1,germany,1999,7
1,german,1999,6
1,gerais,1999,6
1,georgia,1999,7
1,geography,1999,9
1,gemini,1999,6
1,gear,1999,4
1,gartner,1999,7
1,garages,1999,7
1,gamechanging,1999,12
1,gaithersburg,1999,12
1,gained,1999,6
1,g507050105,1999,10
1,funded,1999,6
1,functioning,1999,11
1,fullservice,1999,11
1,fullscreen,1999,10
1,fulfill,1999,7
1,frustration,1999,11
1,frustrating,1999,11
1,frictionfree,1999,12
1,freezeframe,1999,11
1,fraud,1999,5
1,frank,1999,5
1,francs,1999,6
1,franchises,1999,10
1,frame,1999,5
1,fractional,1999,10
1,foundry,1999,7
1,founder,1999,7
1,foster,1999,6
1,forwards,1999,8
1,forty,1999,5
1,formulation,1999,11
1,format,1999,6
1,formally,1999,8
1,forecasted,1999,10
1,forecast,1999,8
1,followed,1999,8
1,follow,1999,6
1,fold,1999,4
1,flying,1999,6
1,fly,1999,3
1,floating,1999,8
1,float,1999,5
1,fledgling,1999,9
1,flattered,1999,9
1,fixedpay,1999,8
1,fitch,1999,5
1,fishers,1999,7
1,fiscal,1999,6
1,firms,1999,5
1,firewall,1999,8
1,finisher,1999,8
1,financings,1999,10
1,filings,1999,7
1,files,1999,5
1,filed,1999,5
1,fifth,1999,5
1,fiduciarytype,1999,13
1,fiduciary,1999,9
1,fiberoptic,1999,10
1,fewer,1999,5
1,fellow,1999,6
1,feeling,1999,7
1,fee,1999,3
1,featured,1999,8
1,fastergrowth,1999,12
1,fasb,1999,4
1,familiar,1999,8
1,faith,1999,5
1,fairly,1999,6
1,failures,1999,8
1,factory,1999,7
1,facto,1999,5
1,facilitating,1999,12
1,facilitate,1999,10
1,faced,1999,5
1,f1,1999,2
1,ezone,1999,5
1,exxon,1999,5
1,extraordinarily,1999,15
1,externally,1999,10
1,extensively,1999,11
1,extension,1999,9
1,extends,1999,7
1,extending,1999,9
1,explorer,1999,8
1,exploit,1999,7
1,exploded,1999,8
1,explicit,1999,8
1,explained,1999,9
1,expires,1999,7
1,experts,1999,7
1,experiment,1999,10
1,experienced,1999,11
1,expensed,1999,8
1,expectation,1999,11
1,expectant,1999,9
1,expansion,1999,9
1,expanded,1999,8
1,exiting,1999,7
1,exercises,1999,9
1,exemplifies,1999,11
1,exemplified,1999,11
1,exclusively,1999,11
1,excellent,1999,9
1,examining,1999,9
1,examine,1999,7
1,examination,1999,11
1,evolves,1999,7
1,everyones,1999,9
1,everyone,1999,8
1,everyday,1999,8
1,evermoreessential,1999,17
1,event,1999,5
1,evaluation,1999,10
1,european,1999,8
1,euro,1999,4
1,etherington,1999,11
1,etched,1999,6
1,etc,1999,3
1,etail,1999,5
1,establish,1999,9
1,est,1999,3
1,essonnes,1999,8
1,essential,1999,9
1,espionage,1999,9
1,eshop,1999,5
1,erwin,1999,5
1,erp,1999,3
1,ergonomic,1999,9
1,equities,1999,8
1,epayments,1999,9
1,epaircom,1999,8
1,entrepreneurial,1999,15
1,entitled,1999,8
1,enterprisewide,1999,14
1,enterprisesecurity,1999,18
1,enter,1999,5
1,enrollment,1999,10
1,engages,1999,7
1,engaged,1999,7
1,energizing,1999,10
1,endeavours,1999,10
1,endeavor,1999,8
1,encryption,1999,10
1,encouraged,1999,10
1,enacted,1999,7
1,enablement,1999,10
1,employed,1999,8
1,emerson,1999,7
1,emeritus,1999,8
1,emergence,1999,9
1,emerged,1999,7
1,emea,1999,4
1,emc,1999,3
1,emblazoned,1999,10
1,elsewhere,1999,9
1,ellipse,1999,7
1,elliott,1999,7
1,elix,1999,4
1,eliminate,1999,9
1,electronics,1999,11
1,electric,1999,8
1,elect,1999,5
1,eight,1999,5
1,effort,1999,6
1,effecting,1999,9
1,eexchanges,1999,10
1,eenables,1999,8
1,educators,1999,9
1,economies,1999,9
1,echemicals,1999,10
1,easytoinstall,1999,13
1,earns,1999,5
1,earn,1999,4
1,earlydetection,1999,14
1,earlier,1999,7
1,dynamics,1999,8
1,duties,1999,6
1,dutch,1999,5
1,duke,1999,4
1,dubbed,1999,6
1,dual,1999,4
1,driver,1999,6
1,draws,1999,5
1,drawings,1999,8
1,dramatically,1999,12
1,downturns,1999,9
1,downturn,1999,8
1,downs,1999,5
1,download,1999,8
1,doubling,1999,8
1,doubles,1999,7
1,doubled,1999,7
1,dot,1999,3
1,dormann,1999,7
1,doomsayers,1999,10
1,donofrio,1999,8
1,done,1999,4
1,donations,1999,9
1,dividing,1999,8
1,divestitures,1999,12
1,divested,1999,8
1,disturbing,1999,10
1,distributors,1999,12
1,disseminate,1999,11
1,dispositions,1999,12
1,displaying,1999,10
1,disparate,1999,9
1,disease,1999,7
1,discussed,1999,9
1,discretely,1999,10
1,discrete,1999,8
1,discovered,1999,10
1,discounted,1999,10
1,discontinued,1999,12
1,disclosed,1999,9
1,disclose,1999,8
1,disappears,1999,10
1,director,1999,8
1,directions,1999,10
1,direction,1999,9
1,digits,1999,6
1,differentials,1999,13
1,dicing,1999,6
1,diagnoses,1999,9
1,devoted,1999,7
1,develops,1999,8
1,determines,1999,10
1,deterioration,1999,13
1,deteriorated,1999,12
1,det,1999,3
1,desk,1999,4
1,desire,1999,6
1,designers,1999,9
1,descriptors,1999,11
1,descriptions,1999,12
1,describes,1999,9
1,deposit,1999,7
1,deployment,1999,10
1,deploying,1999,9
1,depletion,1999,9
1,depiction,1999,9
1,depends,1999,7
1,dependents,1999,10
1,dependent,1999,9
1,densities,1999,9
1,denominating,1999,12
1,demonstrating,1999,13
1,demands,1999,7
1,demanding,1999,9
1,delegation,1999,10
1,delayed,1999,7
1,definition,1999,10
1,defining,1999,8
1,defines,1999,7
1,define,1999,6
1,defers,1999,6
1,deepened,1999,8
1,deems,1999,5
1,deductions,1999,10
1,declining,1999,9
1,decision,1999,8
1,decided,1999,7
1,dec,1999,3
1,debuted,1999,7
1,debttocapital,1999,13
1,debtequity,1999,10
1,debentures,1999,10
1,dearborn,1999,8
1,dear,1999,4
1,dealers,1999,7
1,dealer,1999,6
1,deadlines,1999,9
1,dc,1999,2
1,daytoday,1999,8
1,daysnet,1999,7
1,dates,1999,5
1,dataenabled,1999,11
1,dassault,1999,8
1,daniels,1999,7
1,daily,1999,5
1,cycles,1999,6
1,cuttingedge,1999,11
1,cutting,1999,7
1,customlogic,1999,11
1,cushions,1999,8
1,curtailmentssettlementstermination,1999,34
1,curtailment,1999,11
1,curricula,1999,9
1,cures,1999,5
1,crystallized,1999,12
1,crossserver,1999,11
1,crossplatform,1999,13
1,crises,1999,6
1,credited,1999,8
1,creators,1999,8
1,creativity,1999,10
1,creations,1999,9
1,covers,1999,6
1,courseware,1999,10
1,coupon,1999,6
1,countrybycountry,1999,16
1,counterparty,1999,12
1,counterparties,1999,14
1,costus,1999,6
1,costly,1999,6
1,correspond,1999,10
1,correlation,1999,11
1,corral,1999,6
1,corporations,1999,12
1,core,1999,4
1,copy,1999,4
1,copies,1999,6
1,cooler,1999,6
1,converting,1999,10
1,convert,1999,7
1,conversely,1999,10
1,converged,1999,9
1,conventions,1999,11
1,controls,1999,8
1,controlling,1999,11
1,controller,1999,10
1,contributor,1999,11
1,contingency,1999,11
1,continental,1999,11
1,contains,1999,8
1,containing,1999,10
1,contain,1999,7
1,contacting,1999,10
1,contact,1999,7
1,consumption,1999,11
1,consultant,1999,10
1,constitute,1999,10
1,constituency,1999,12
1,consolidators,1999,13
1,consolidation,1999,13
1,consistently,1999,12
1,conservative,1999,12
1,consequences,1999,12
1,consequence,1999,11
1,consent,1999,7
1,connections,1999,11
1,connecting,1999,10
1,connect,1999,7
1,confused,1999,8
1,confirmed,1999,9
1,confident,1999,9
1,confer,1999,6
1,conducive,1999,9
1,conceptual,1999,10
1,computingrelated,1999,16
1,computerized,1999,12
1,computerbased,1999,13
1,computeraided,1999,13
1,compute,1999,7
1,computations,1999,12
1,compressed,1999,10
1,compra,1999,6
1,composite,1999,9
1,composed,1999,8
1,completion,1999,10
1,completely,1999,10
1,complement,1999,10
1,compelling,1999,10
1,comparable,1999,10
1,compaq,1999,6
1,communicating,1999,13
1,communicates,1999,12
1,communicate,1999,11
1,commquest,1999,9
1,commit,1999,6
1,commercially,1999,12
1,commentators,1999,12
1,combined,1999,8
1,com,1999,3
1,colors,1999,6
1,collections,1999,11
1,collectibility,1999,14
1,cole,1999,4
1,colby,1999,5
1,coffee,1999,6
1,coding,1999,6
1,cochaired,1999,9
1,cobalt,1999,6
1,coaster,1999,7
1,co,1999,2
1,cmosbased,1999,9
1,cmos,1999,4
1,clucking,1999,8
1,cloud,1999,5
1,clothes,1999,7
1,clockwise,1999,9
1,clock,1999,5
1,clinton,1999,7
1,climate,1999,7
1,clients,1999,7
1,clicksandbricks,1999,15
1,click,1999,5
1,clearly,1999,7
1,cleanups,1999,8
1,classroom,1999,9
1,class,1999,5
1,citizenship,1999,11
1,citizen,1999,7
1,cirrus,1999,6
1,circumstances,1999,13
1,circuits,1999,8
1,christopher,1999,11
1,christine,1999,9
1,christian,1999,9
1,chow,1999,4
1,childrens,1999,9
1,chenault,1999,8
1,chemistry,1999,9
1,chemicals,1999,9
1,chemical,1999,8
1,check,1999,5
1,chart,1999,5
1,challenging,1999,11
1,certificates,1999,12
1,cellular,1999,8
1,ceases,1999,6
1,cdquality,1999,9
1,cautionary,1999,10
1,cathleen,1999,8
1,categories,1999,10
1,cassette,1999,8
1,carry,1999,5
1,carolina,1999,8
1,carlucci,1999,8
1,careers,1999,7
1,care,1999,4
1,cardiovascular,1999,14
1,card,1999,4
1,captured,1999,8
1,capitalize,1999,10
1,capitalization,1999,14
1,capitalists,1999,11
1,cannot,1999,6
1,candido,1999,7
1,cancer,1999,6
1,cancellations7,1999,14
1,cancellations,1999,13
1,canceledexpired,1999,15
1,canadian,1999,8
1,campaigns,1999,9
1,campaign,1999,8
1,cambridge,1999,9
1,callers,1999,7
1,caine,1999,5
1,cahsens,1999,7
1,cabling,1999,7
1,buys,1999,4
1,buyer,1999,5
1,busy,1999,4
1,businesstoconsumer,1999,18
1,businessclass,1999,13
1,burlington,1999,10
1,bumping,1999,7
1,bullet,1999,6
1,bulk,1999,4
1,builtin,1999,7
1,buckley,1999,7
1,bruce,1999,5
1,brought,1999,7
1,brokerages,1999,10
1,broadest,1999,8
1,broadcasting,1999,12
1,broadband,1999,9
1,bringing,1999,8
1,bricksandmortar,1999,15
1,bregman,1999,7
1,breakthrough,1999,12
1,breadth,1999,7
1,branded,1999,7
1,brain,1999,5
1,boulder,1999,7
1,bought,1999,6
1,bouchard,1999,8
1,bottomleft,1999,10
1,born,1999,4
1,borderless,1999,10
1,booth,1999,5
1,bonds,1999,5
1,boa,1999,3
1,bluesummer,1999,10
1,bluegreen,1999,9
1,blood,1999,5
1,blackscholes,1999,12
1,black,1999,5
1,bit,1999,3
1,billionths,1999,10
1,billiondollar,1999,13
1,billing,1999,7
1,bill,1999,4
1,bigger,1999,6
1,bigelow,1999,7
1,betting,1999,7
1,bergen,1999,6
1,bentes,1999,6
1,beltmounted,1999,11
1,bell,1999,4
1,behavior,1999,8
1,begin,1999,5
1,began,1999,5
1,bed,1999,3
1,becoming,1999,8
1,beauty,1999,6
1,bear,1999,4
1,bay,1999,3
1,basically,1999,9
1,barely,1999,6
1,banking,1999,7
1,banestos,1999,8
1,banesto,1999,7
1,ballroom,1999,8
1,bad,1999,3
1,backlash,1999,8
1,b2c,1999,3
1,b2b,1999,3
1,awareness,1999,9
1,awardwinning,1999,12
1,awaiting,1999,8
1,await,1999,5
1,avoiding,1999,8
1,averaged,1999,8
1,aventis,1999,7
1,automotive,1999,10
1,authorizes,1999,10
1,authority,1999,9
1,australia,1999,9
1,august,1999,6
1,auditors,1999,8
1,auctioning,1999,10
1,attributes,1999,10
1,attracts,1999,8
1,attracting,1999,10
1,attract,1999,7
1,attached,1999,8
1,atoms,1999,5
1,atomic,1999,6
1,atlanta,1999,7
1,assumed,1999,7
1,assist,1999,6
1,assignment,1999,10
1,assessments,1999,11
1,assessed,1999,8
1,assess,1999,6
1,assembly,1999,8
1,assembled,1999,9
1,asked,1999,5
1,ask,1999,3
1,artistry,1999,8
1,arthritis,1999,9
1,arrival,1999,7
1,array,1999,5
1,aroundtheclock,1999,14
1,armed,1999,5
1,arm,1999,3
1,arena,1999,5
1,architectures,1999,13
1,approval,1999,8
1,appreciation,1999,12
1,appraisal,1999,9
1,applicants,1999,10
1,appearing,1999,9
1,apparent,1999,8
1,apollo,1999,6
1,aols,1999,4
1,anytoany,1999,8
1,any,1999,3
1,anticipation,1999,12
1,annuities,1999,9
1,annoying,1999,8
1,announcement,1999,12
1,angeles,1999,7
1,anemia,1999,6
1,amsterdam,1999,9
1,amplifies,1999,9
1,amortizes,1999,9
1,amid,1999,4
1,amendment,1999,9
1,amended,1999,7
1,ambitionsto,1999,11
1,ambitions,1999,9
1,alzheimers,1999,10
1,always,1999,6
1,altogether,1999,10
1,alto,1999,4
1,alter,1999,5
1,alreadysubmitted,1999,16
1,allowing,1999,8
1,allocating,1999,10
1,allocate,1999,8
1,allen,1999,5
1,all,1999,3
1,alignment,1999,9
1,alfred,1999,6
1,alex,1999,4
1,airlines,1999,8
1,airline,1999,7
1,aim,1999,3
1,aggressiveness,1999,14
1,aggressive,1999,10
1,aggregate,1999,9
1,agent,1999,5
1,agendas,1999,7
1,agency,1999,6
1,ag,1999,2
1,afterhours,1999,10
1,aforementioned,1999,14
1,affiliates,1999,10
1,affairs,1999,7
1,adversely,1999,9
1,advantage,1999,9
1,adult,1999,5
1,adopt,1999,5
1,administration,1999,14
1,adkins,1999,6
1,adjust,1999,6
1,adjourned,1999,9
1,adequately,1999,10
1,adequate,1999,8
1,adds,1999,4
1,addnet,1999,6
1,additionally,1999,12
1,adaptable,1999,9
1,activitiesdeferral,1999,18
1,acquiring,1999,9
1,acorns,1999,6
1,acorn,1999,5
1,acknowledged,1999,12
1,achievable,1999,10
1,acer,1999,4
1,accrues,1999,7
1,accountability,1999,14
1,accomplished,1999,12
1,accomplish,1999,10
1,accepting,1999,9
1,accelerate,1999,10
1,above,1999,5
1,abcs,1999,4
1,abby,1999,4
1,aa,1999,2
1,a,1999,1
1,9yearold,1999,8
1,9x,1999,2
1,8x,1999,2
1,8inch,1999,5
1,6year,1999,5
1,60000squarefoot,1999,15
1,340megabyte,1999,11
1,25percent,1999,9
1,22percent,1999,9
1,21st,1999,4
1,1999s,1999,5
1,1998s,1999,5
1,1990s,1999,5
491,company,2000,7
418,million,2000,7
339,revenue,2000,7
337,business,2000,8
309,percent,2000,7
305,companys,2000,8
297,services,2000,8
269,financial,2000,9
263,net,2000,3
259,assets,2000,6
233,december,2000,8
227,global,2000,6
226,stock,2000,5
223,income,2000,6
210,software,2000,8
203,value,2000,5
200,year,2000,4
200,technology,2000,10
175,total,2000,5
160,shares,2000,6
159,financing,2000,9
158,common,2000,6
157,currency,2000,8
156,plan,2000,4
155,interest,2000,8
152,billion,2000,7
150,systems,2000,7
149,cash,2000,4
146,dollars,2000,7
145,machines,2000,8
142,years,2000,5
140,segment,2000,7
140,earnings,2000,8
137,new,2000,3
134,corporation,2000,11
133,management,2000,10
133,customers,2000,9
133,companies,2000,9
128,share,2000,5
126,increase,2000,8
124,tax,2000,3
123,information,2000,11
122,cost,2000,4
120,rate,2000,4
120,millions,2000,8
120,ebusiness,2000,9
119,consolidated,2000,12
117,plans,2000,5
117,debt,2000,4
113,products,2000,8
113,international,2000,13
111,expense,2000,7
108,statements,2000,10
106,subsidiary,2000,10
105,stockholders,2000,12
105,employees,2000,9
103,quarter,2000,7
103,market,2000,6
103,fair,2000,4
102,benefit,2000,7
100,losses,2000,6
99,liabilities,2000,11
97,gross,2000,5
95,gains,2000,5
93,instruments,2000,11
92,primarily,2000,9
92,investments,2000,11
92,benefits,2000,8
90,accounting,2000,10
89,storage,2000,7
89,enterprise,2000,10
89,amounts,2000,7
88,profit,2000,6
88,president,2000,9
88,general,2000,7
87,service,2000,7
87,servers,2000,7
87,development,2000,11
86,increased,2000,9
86,foreign,2000,7
85,respectively,2000,12
82,securities,2000,10
81,growth,2000,6
80,notes,2000,5
80,note,2000,4
80,including,2000,9
80,changes,2000,7
78,equity,2000,6
74,segments,2000,8
74,results,2000,7
74,contracts,2000,9
73,current,2000,7
71,vice,2000,4
71,taxes,2000,5
71,operations,2000,10
71,hardware,2000,8
71,following,2000,9
71,actions,2000,7
70,time,2000,4
70,effective,2000,9
69,period,2000,6
69,pages,2000,5
68,costs,2000,5
68,change,2000,6
67,personal,2000,8
67,effect,2000,6
67,deferred,2000,8
66,rates,2000,5
66,manager,2000,7
66,ibms,2000,4
66,computer,2000,8
65,research,2000,8
64,equipment,2000,9
63,versus,2000,6
63,retained,2000,8
62,see,2000,3
60,world,2000,5
60,options,2000,7
59,industry,2000,8
59,customer,2000,8
59,based,2000,5
58,web,2000,3
58,price,2000,5
58,marketable,2000,10
57,statement,2000,9
57,risk,2000,4
57,operating,2000,9
57,first,2000,5
57,computing,2000,9
56,number,2000,6
56,internet,2000,8
56,group,2000,5
56,employee,2000,8
55,exchange,2000,8
54,significant,2000,11
54,server,2000,6
54,sales,2000,5
53,retirement,2000,10
53,result,2000,6
53,lower,2000,5
53,future,2000,6
53,approximately,2000,13
52,recognized,2000,10
52,associated,2000,10
51,margin,2000,6
51,internal,2000,8
51,constant,2000,8
50,sale,2000,4
50,property,2000,8
50,outstanding,2000,11
50,longterm,2000,8
50,included,2000,8
49,include,2000,7
49,decrease,2000,8
49,affecting,2000,9
48,within,2000,6
48,real,2000,4
48,investment,2000,10
48,board,2000,5
47,product,2000,7
47,compared,2000,8
47,certain,2000,7
47,businesses,2000,10
47,average,2000,7
46,strategic,2000,9
46,senior,2000,6
46,position,2000,8
46,performance,2000,11
46,people,2000,6
46,material,2000,8
46,data,2000,4
46,capital,2000,7
45,subsidiaries,2000,12
45,rental,2000,6
45,purchase,2000,8
45,generally,2000,9
45,executive,2000,9
44,pretax,2000,6
44,plant,2000,5
44,infrastructure,2000,14
43,pension,2000,7
43,its,2000,3
43,discussion,2000,10
42,transactions,2000,12
42,standards,2000,9
42,less,2000,4
42,expenses,2000,8
42,ended,2000,5
41,were,2000,4
41,credit,2000,6
40,united,2000,6
40,annual,2000,6
39,related,2000,7
39,reflect,2000,7
39,postretirement,2000,14
39,offset,2000,6
39,network,2000,7
39,major,2000,5
39,january,2000,7
39,inc,2000,3
39,activities,2000,10
38,states,2000,6
38,report,2000,6
38,recorded,2000,8
38,receivables,2000,11
38,last,2000,4
38,accounts,2000,8
37,table,2000,5
37,solutions,2000,9
37,provides,2000,8
37,many,2000,4
37,compensation,2000,12
37,access,2000,6
36,trust,2000,5
36,part,2000,4
36,obligation,2000,10
36,innovation,2000,10
36,defined,2000,7
36,chief,2000,5
36,addition,2000,8
35,driven,2000,6
35,decline,2000,7
35,basis,2000,5
35,acquisitions,2000,12
34,second,2000,6
34,programs,2000,8
34,partners,2000,8
34,life,2000,4
34,leases,2000,6
34,end,2000,3
34,actuarial,2000,9
33,treasury,2000,8
33,reported,2000,8
33,declined,2000,8
33,available,2000,9
32,using,2000,5
32,strategy,2000,8
32,sfas,2000,4
32,outsourcing,2000,11
32,make,2000,4
32,estimated,2000,9
32,applications,2000,12
32,additional,2000,10
31,technologies,2000,12
31,provided,2000,8
31,officer,2000,7
31,networking,2000,10
31,manufacturing,2000,13
31,linux,2000,5
31,lines,2000,5
31,items,2000,5
31,grew,2000,4
31,dividends,2000,9
31,devices,2000,7
30,uses,2000,4
30,system,2000,6
30,support,2000,7
30,preferred,2000,9
30,five,2000,4
30,even,2000,4
30,equivalents,2000,11
30,diluted,2000,7
30,chairman,2000,8
30,,2000,0
29,terms,2000,5
29,term,2000,4
29,policies,2000,8
29,offerings,2000,9
29,oem,2000,3
29,obligations,2000,11
29,dilution,2000,8
28,would,2000,5
28,partially,2000,9
28,option,2000,6
28,job,2000,3
28,expected,2000,8
28,acquired,2000,8
28,accumulated,2000,11
27,y2k,2000,3
27,values,2000,6
27,portfolio,2000,9
27,marketing,2000,9
27,manage,2000,6
27,issued,2000,6
27,half,2000,4
27,going,2000,5
27,call,2000,4
27,assumptions,2000,11
27,adjustments,2000,11
26,work,2000,4
26,strong,2000,6
26,payments,2000,8
26,paid,2000,4
26,markets,2000,7
26,important,2000,9
26,back,2000,4
25,two,2000,3
25,resulted,2000,8
25,remaining,2000,9
25,overall,2000,7
25,hedge,2000,5
25,environment,2000,11
25,disk,2000,4
25,computers,2000,9
25,components,2000,10
25,basic,2000,5
25,assuming,2000,8
24,today,2000,5
24,site,2000,4
24,risks,2000,5
24,receivable,2000,10
24,provide,2000,7
24,program,2000,7
24,ongoing,2000,7
24,marketplace,2000,11
24,lease,2000,5
24,held,2000,4
24,follows,2000,7
24,flows,2000,5
24,derivative,2000,10
24,build,2000,5
24,areas,2000,5
24,analysis,2000,8
24,advanced,2000,8
24,across,2000,6
24,accrued,2000,7
23,worlds,2000,6
23,weightedaverage,2000,15
23,way,2000,3
23,unrealized,2000,10
23,translation,2000,11
23,space,2000,5
23,shortterm,2000,9
23,shark,2000,5
23,set,2000,3
23,recognition,2000,11
23,prices,2000,6
23,outside,2000,7
23,open,2000,4
23,online,2000,6
23,microelectronics,2000,16
23,effects,2000,7
23,derivatives,2000,11
23,demand,2000,6
23,corporate,2000,9
23,continued,2000,9
23,billions,2000,8
22,worldwide,2000,9
22,working,2000,7
22,workforce,2000,9
22,unix,2000,4
22,transaction,2000,11
22,thats,2000,5
22,middleware,2000,10
22,loss,2000,4
22,local,2000,5
22,key,2000,3
22,hedging,2000,7
22,estimates,2000,9
22,environmental,2000,13
22,engineering,2000,11
22,division,2000,8
22,depreciation,2000,12
22,communications,2000,14
22,balance,2000,7
22,activity,2000,8
21,weve,2000,4
21,via,2000,3
21,story,2000,5
21,specific,2000,8
21,selling,2000,7
21,percentage,2000,10
21,memory,2000,6
21,made,2000,4
21,john,2000,4
21,includes,2000,8
21,improved,2000,8
21,help,2000,4
21,control,2000,7
20,variety,2000,7
20,things,2000,6
20,sensitivity,2000,11
20,return,2000,6
20,purchased,2000,9
20,provision,2000,9
20,leadership,2000,10
20,largest,2000,7
20,inventory,2000,9
20,independent,2000,11
20,funding,2000,7
20,disclosures,2000,11
20,directors,2000,9
20,design,2000,6
20,course,2000,6
20,contract,2000,8
20,competitive,2000,11
20,chips,2000,5
20,charges,2000,7
20,building,2000,8
20,alliance,2000,8
20,ability,2000,7
19,retired,2000,7
19,reflects,2000,8
19,record,2000,6
19,principles,2000,10
19,nonpension,2000,10
19,method,2000,6
19,maintenance,2000,11
19,granted,2000,7
19,exercise,2000,8
19,committed,2000,9
19,commercial,2000,10
19,application,2000,11
19,applicable,2000,10
19,accordance,2000,10
18,york,2000,4
18,yearend,2000,7
18,signed,2000,6
18,shift,2000,5
18,revenues,2000,8
18,responsibility,2000,14
18,residual,2000,8
18,purchases,2000,9
18,owned,2000,5
18,opportunity,2000,11
18,opinion,2000,7
18,next,2000,4
18,months,2000,6
18,meet,2000,4
18,logic,2000,5
18,levels,2000,6
18,inventories,2000,11
18,integrated,2000,10
18,hosting,2000,7
18,higher,2000,6
18,health,2000,6
18,good,2000,4
18,get,2000,3
18,full,2000,4
18,focus,2000,5
18,external,2000,8
18,excess,2000,6
18,except,2000,6
18,every,2000,5
18,ecommerce,2000,9
18,charge,2000,6
18,center,2000,6
18,asset,2000,5
18,amortization,2000,12
18,already,2000,7
18,affect,2000,6
18,adopted,2000,7
17,underlying,2000,10
17,top,2000,3
17,swaps,2000,5
17,standard,2000,8
17,split,2000,5
17,rs6000,2000,6
17,requires,2000,8
17,reporting,2000,9
17,reclassified,2000,12
17,public,2000,6
17,presentation,2000,12
17,powerful,2000,8
17,potential,2000,9
17,partner,2000,7
17,need,2000,4
17,lot,2000,3
17,liability,2000,9
17,improvements,2000,12
17,high,2000,4
17,goodwill,2000,8
17,date,2000,4
17,database,2000,8
17,could,2000,5
17,consulting,2000,10
17,capacity,2000,8
17,awards,2000,6
17,amount,2000,6
17,alliances,2000,9
17,acquisitionsdivestitures,2000,24
16,venture,2000,7
16,translated,2000,10
16,transformation,2000,14
16,shipped,2000,7
16,salestype,2000,9
16,resources,2000,9
16,reflected,2000,9
16,reductions,2000,10
16,purposes,2000,8
16,pro,2000,3
16,principally,2000,11
16,much,2000,4
16,invest,2000,6
16,government,2000,10
16,forma,2000,5
16,fixed,2000,5
16,facility,2000,8
16,expenditures,2000,12
16,established,2000,11
16,direct,2000,6
16,different,2000,9
16,custom,2000,6
16,countries,2000,9
16,contributed,2000,11
16,continues,2000,9
16,consistent,2000,10
16,conditions,2000,10
16,completed,2000,9
16,commitments,2000,11
16,chip,2000,4
16,centers,2000,7
16,capitalized,2000,11
16,book,2000,4
16,big,2000,3
16,allocated,2000,9
16,affected,2000,8
16,accompanying,2000,12
15,without,2000,7
15,ways,2000,4
15,unused,2000,6
15,tivoli,2000,6
15,supply,2000,6
15,sundry,2000,6
15,stockholder,2000,11
15,sheet,2000,5
15,required,2000,8
15,process,2000,7
15,previously,2000,10
15,point,2000,5
15,platforms,2000,9
15,nearly,2000,6
15,micrus,2000,6
15,kelly,2000,5
15,jr,2000,2
15,investors,2000,9
15,incomecost,2000,10
15,gerstner,2000,8
15,excluding,2000,9
15,element,2000,7
15,either,2000,6
15,education,2000,9
15,drive,2000,5
